t_ms,peak_value,baseline,height,width_ms,rise_slope,fall_slope,is_lens_like
25505.0,5.0,2.0,3.0,941.0,0.008571428571428572,-0.005076142131979695,False
25516.0,5.0,2.0,3.0,941.0,0.008310249307479225,-0.005172413793103448,False
25523.0,5.0,2.0,3.0,941.0,0.008152173913043478,-0.005235602094240838,False
25528.0,5.0,2.0,3.0,941.0,0.00804289544235925,-0.00528169014084507,False
25531.0,5.0,2.0,3.0,941.0,0.007978723404255319,-0.005309734513274336,False
25544.0,5.0,2.0,3.0,941.0,0.007712082262210797,-0.005434782608695652,False
25559.0,6.0,3.0,3.0,140.0,0.027777777777777776,-0.09375,False
25567.0,5.0,2.0,3.0,941.0,0.007281553398058253,-0.005671077504725898,False
25571.0,5.0,2.0,3.0,941.0,0.007211538461538462,-0.005714285714285714,False
25576.0,5.0,2.0,3.0,941.0,0.007125890736342043,-0.0057692307692307696,False
25583.0,5.0,2.0,3.0,941.0,0.007009345794392523,-0.005847953216374269,False
25659.0,5.0,2.0,3.0,941.0,0.005952380952380952,-0.006864988558352402,False
25661.0,5.0,2.0,3.0,941.0,0.005928853754940711,-0.006896551724137931,False
25708.0,5.0,2.0,3.0,941.0,0.0054249547920434,-0.007731958762886598,False
25716.0,5.0,2.0,3.0,941.0,0.0053475935828877,-0.007894736842105263,False
25721.0,5.0,2.0,3.0,941.0,0.00530035335689046,-0.008,False
25725.0,5.0,2.0,3.0,941.0,0.005263157894736842,-0.008086253369272238,False
25729.0,5.0,2.0,3.0,941.0,0.005226480836236934,-0.008174386920980926,False
25736.0,5.0,2.0,3.0,941.0,0.0051635111876075735,-0.008333333333333333,False
25743.0,5.0,2.0,3.0,941.0,0.00510204081632653,-0.0084985835694051,False
25754.0,5.0,2.0,3.0,941.0,0.005008347245409015,-0.008771929824561403,False
25765.0,5.0,2.0,3.0,941.0,0.004918032786885246,-0.00906344410876133,False
25767.0,5.0,2.0,3.0,941.0,0.004901960784313725,-0.00911854103343465,False
25773.0,5.0,2.0,3.0,941.0,0.0048543689320388345,-0.009287925696594427,False
25777.0,5.0,2.0,3.0,941.0,0.00482315112540193,-0.009404388714733543,False
25783.0,5.0,2.0,3.0,941.0,0.004777070063694267,-0.009584664536741214,False
25791.0,5.0,2.0,3.0,941.0,0.0047169811320754715,-0.009836065573770493,False
25797.0,5.0,2.0,3.0,941.0,0.004672897196261682,-0.010033444816053512,False
25799.0,5.0,2.0,3.0,941.0,0.004658385093167702,-0.010101010101010102,False
25802.0,5.0,2.0,3.0,941.0,0.00463678516228748,-0.01020408163265306,False
25805.0,5.0,2.0,3.0,941.0,0.004615384615384616,-0.010309278350515464,False
25811.0,5.0,2.0,3.0,941.0,0.004573170731707317,-0.010526315789473684,False
25820.0,5.0,2.0,3.0,941.0,0.004511278195488722,-0.010869565217391304,False
25824.0,5.0,2.0,3.0,941.0,0.004484304932735426,-0.011029411764705883,False
25828.0,5.0,2.0,3.0,941.0,0.004457652303120356,-0.011194029850746268,False
25835.0,5.0,2.0,3.0,941.0,0.004411764705882353,-0.011494252873563218,False
25882.0,5.0,2.0,3.0,941.0,0.0041265474552957355,-0.014018691588785047,False
25915.0,5.0,2.0,3.0,941.0,0.003947368421052632,-0.016574585635359115,False
25947.0,5.0,2.0,3.0,941.0,0.003787878787878788,-0.020134228187919462,False
29105.0,5.0,2.0,3.0,394.0,0.031578947368421054,-0.010033444816053512,False
29193.0,5.0,2.0,3.0,394.0,0.01639344262295082,-0.014218009478672985,False
29201.0,5.0,2.0,3.0,394.0,0.015706806282722512,-0.014778325123152709,False
29205.0,5.0,2.0,3.0,394.0,0.015384615384615385,-0.01507537688442211,False
29207.0,5.0,2.0,3.0,394.0,0.015228426395939087,-0.015228426395939087,False
29210.0,5.0,2.0,3.0,394.0,0.015,-0.015463917525773196,False
29217.0,5.0,2.0,3.0,394.0,0.014492753623188406,-0.016042780748663103,False
29220.0,5.0,2.0,3.0,394.0,0.014285714285714285,-0.016304347826086956,False
29223.0,5.0,2.0,3.0,394.0,0.014084507042253521,-0.016574585635359115,False
29228.0,5.0,2.0,3.0,394.0,0.013761467889908258,-0.017045454545454544,False
29237.0,5.0,2.0,3.0,394.0,0.013215859030837005,-0.017964071856287425,False
29257.0,6.0,3.0,3.0,279.0,0.01775147928994083,-0.02727272727272727,False
29270.0,6.0,3.0,3.0,279.0,0.016483516483516484,-0.030927835051546393,False
29272.0,6.0,3.0,3.0,279.0,0.016304347826086956,-0.031578947368421054,False
29333.0,5.0,2.0,3.0,394.0,0.009287925696594427,-0.04225352112676056,False
29337.0,5.0,2.0,3.0,394.0,0.009174311926605505,-0.04477611940298507,False
29339.0,5.0,2.0,3.0,394.0,0.00911854103343465,-0.046153846153846156,False
29341.0,5.0,2.0,3.0,394.0,0.00906344410876133,-0.047619047619047616,False
29350.0,5.0,2.0,3.0,394.0,0.008823529411764706,-0.05555555555555555,False
29536.0,5.0,2.0,3.0,344.0,0.022727272727272728,-0.014150943396226415,False
29543.0,5.0,2.0,3.0,344.0,0.02158273381294964,-0.014634146341463415,False
29548.0,5.0,2.0,3.0,344.0,0.020833333333333332,-0.015,False
